
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
32.1778,µm,Segment,1,1,1,100000014,510000003515,
96.5696,µm,Segment,3,2,1,100000014,510000003518,
26.6234,µm,Segment,1,1,1,100000014,510000003527,
79.3194,µm,Segment,2,2,1,100000014,510000003529,
41.3302,µm,Segment,2,1,1,100000014,510000003552,
107.519,µm,Segment,3,1,1,100000014,510000003554,
94.1138,µm,Segment,3,2,1,100000014,510000003570,
78.3867,µm,Segment,4,2,1,100000014,510000003582,
87.6133,µm,Segment,2,2,1,100000014,510000003592,
152.001,µm,Segment,4,1,1,100000014,510000003609,
37.0433,µm,Segment,4,2,1,100000014,510000003635,
82.1572,µm,Segment,2,2,1,100000014,510000003640,
93.9363,µm,Segment,3,2,1,100000014,510000003647,
61.637,µm,Segment,3,3,1,100000014,510000003656,
12.2975,µm,Segment,0,1,1,100000000,510000003676,
9.58785,µm,Segment,1,1,1,100000000,510000003677,
23.6076,µm,Segment,1,2,1,100000000,510000003678,
13.0225,µm,Segment,2,2,1,100000000,510000003679,
16.9655,µm,Segment,1,1,1,100000001,510000003680,
19.4407,µm,Segment,1,1,1,100000001,510000003681,
11.0431,µm,Segment,2,1,1,100000001,510000003682,
29.0264,µm,Segment,4,2,1,100000001,510000003683,
6.3126,µm,Segment,4,1,1,100000002,510000003684,
48.3149,µm,Segment,1,1,1,100000003,510000003685,
17.5883,µm,Segment,1,1,1,100000004,510000003686,
10.3292,µm,Segment,2,1,1,100000004,510000003687,
22.76,µm,Segment,2,2,1,100000004,510000003688,
21.242,µm,Segment,3,3,1,100000004,510000003689,
16.3055,µm,Segment,0,1,1,100000005,510000003690,
18.2068,µm,Segment,1,2,1,100000005,510000003691,
10.2929,µm,Segment,2,2,1,100000005,510000003692,
17.521,µm,Segment,3,2,1,100000005,510000003693,
10.6365,µm,Segment,6,2,1,100000005,510000003694,
21.8675,µm,Segment,3,2,1,100000006,510000003695,
24.3617,µm,Segment,1,1,1,100000006,510000003696,
20.2867,µm,Segment,1,1,1,100000006,510000003697,
12.3898,µm,Segment,2,1,1,100000006,510000003698,
26.2533,µm,Segment,1,1,1,100000007,510000003699,
16.0479,µm,Segment,1,1,1,100000007,510000003700,
5.01603,µm,Segment,3,1,1,100000008,510000003701,
20.3217,µm,Segment,1,1,1,100000009,510000003702,
21.0925,µm,Segment,1,1,1,100000009,510000003703,
17.8798,µm,Segment,1,1,1,100000009,510000003704,
11.5329,µm,Segment,1,1,1,100000010,510000003705,
5.13289,µm,Segment,4,2,1,100000010,510000003706,
35.8785,µm,Segment,1,1,1,100000011,510000003707,
19.4105,µm,Segment,2,1,1,100000011,510000003708,
6.28296,µm,Segment,3,2,1,100000011,510000003709,
30.9446,µm,Segment,1,1,1,100000011,510000003710,
46.8588,µm,Segment,2,1,1,100000011,510000003711,
41.199,µm,Segment,1,1,1,100000011,510000003712,
24.2455,µm,Segment,2,1,1,100000011,510000003713,
40.718,µm,Segment,2,2,1,100000011,510000003714,
19.2808,µm,Segment,1,1,1,100000012,510000003715,
18.4918,µm,Segment,1,1,1,100000012,510000003716,
6.95373,µm,Segment,5,1,1,100000012,510000003717,
23.4442,µm,Segment,1,1,1,100000013,510000003718,
13.6984,µm,Segment,2,1,1,100000013,510000003719,
8.10381,µm,Segment,3,1,1,100000013,510000003720,
19.9104,µm,Segment,2,2,1,100000013,510000003721,
15.8335,µm,Segment,1,1,1,100000013,510000003722,
22.0422,µm,Segment,1,1,1,100000014,510000003723,
14.1882,µm,Segment,2,1,1,100000014,510000003724,
10.7719,µm,Segment,3,1,1,100000014,510000003725,
10.8944,µm,Segment,2,1,1,100000014,510000003726,
16.4298,µm,Segment,3,1,1,100000014,510000003727,
