
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
109776,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000011,800000309,
109720,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000011,800000310,
109825,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000011,800000311,
109816,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000011,800000312,
110701,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000012,800000313,
110712,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000012,800000314,
110718,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000012,800000315,
110698,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000012,800000316,
110705,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000012,800000317,
110782,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000012,800000318,
110756,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000012,800000319,
110756,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000012,800000320,
110737,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000012,800000321,
110806,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000012,800000322,
110787,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000012,800000323,
110608,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000324,
110596,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000325,
110686,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000012,800000326,
110650,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000327,
110694,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000012,800000328,
110718,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000329,
110706,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000012,800000330,
110769,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000331,
110744,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000012,800000332,
110805,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000012,800000333,
110722,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000012,800000334,
110802,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000012,800000335,
110739,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000012,800000336,
110778,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000012,800000337,
110710,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000012,800000338,
110700,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000339,
110682,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000012,800000340,
110597,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000012,800000341,
110169,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000013,800000342,
110231,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000013,800000343,
110179,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000013,800000344,
110178,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000345,
110176,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000013,800000346,
110158,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000347,
110175,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000013,800000348,
110213,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000349,
110188,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000013,800000350,
110215,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000013,800000351,
110194,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000013,800000352,
110218,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000013,800000353,
110179,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000013,800000354,
110234,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000355,
110183,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000013,800000356,
110216,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000357,
110202,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000013,800000358,
110217,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000013,800000359,
110159,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000013,800000360,
110097,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000361,
110127,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000013,800000362,
110101,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000363,
110057,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000364,
110137,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000013,800000365,
110100,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000013,800000366,
110142,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000013,800000367,
110119,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000013,800000368,
110148,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000013,800000369,
110128,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000013,800000370,
110141,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000013,800000371,
110109,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000013,800000372,
110154,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000013,800000373,
110152,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000013,800000374,
