
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
220.895,µm^2,Segment,2,2,1,100000011,510000003346,
512.615,µm^2,Segment,0,1,1,100000011,510000003347,
414.367,µm^2,Segment,1,1,1,100000012,510000003348,
327.233,µm^2,Segment,1,1,1,100000012,510000003349,
647.08,µm^2,Segment,1,1,1,100000013,510000003350,
196.405,µm^2,Segment,2,1,1,100000013,510000003351,
121.25,µm^2,Segment,2,2,1,100000013,510000003352,
169.806,µm^2,Segment,3,3,1,100000013,510000003353,
126.953,µm^2,Segment,2,1,1,100000013,510000003354,
120.281,µm^2,Segment,3,1,1,100000013,510000003355,
